subscription_id,user_id,full_name,gender,birth_date,age_years,state,city,region,monthly_income,signup_date,plan_id,start_date,end_date,status,is_active,is_churned,total_revenue,num_payments,first_payment_date,last_payment_date,duration_days,duration_months,ltv,mrr
S0011,11,Eduarda Araújo,F,1989-01-04,35.98904859685147,GO,Goiânia,Centro-Oeste,2066.99,2021-07-13,1,2023-03-24,2024-12-31,active,true,false,657.7999999999997,22,2023-03-24,2024-12-13,648,21.6,657.7999999999997,30.453703703703688
S0012,12,Otávio Lima,M,1985-06-22,39.526351813826146,MG,Belo Horizonte,Sudeste,1617.83,2020-10-10,4,2023-08-09,2024-12-31,active,true,false,799.8,2,2023-08-09,2024-08-08,510,17.0,799.8,47.04705882352941
S0013,13,Luiz Rocha,F,1969-10-28,55.175906913073234,BA,Salvador,Nordeste,1600.4,2020-02-10,4,2024-08-04,2024-12-31,active,true,false,399.9,1,2024-08-04,2024-08-04,149,4.966666666666667,399.9,80.51677852348993
S0014,14,Paula Santos,M,2015-12-03,9.078713210130047,PA,Belém,Norte,4477.07,2021-05-01,3,2023-08-06,2024-12-31,active,true,false,779.4,6,2023-08-06,2024-10-29,513,17.1,779.4,45.57894736842105
S0015,15,Gabriel Martins,M,2012-09-29,12.254620123203285,DF,Brasília,Centro-Oeste,2037.01,2021-03-24,4,2022-05-30,2024-12-31,active,true,false,1199.6999999999998,3,2022-05-30,2024-05-29,946,31.533333333333335,1199.6999999999998,38.04545454545454
S0016,16,Karina Souza,M,1990-08-25,34.351813826146476,PR,Curitiba,Sul,7542.1,2020-04-01,1,2023-12-15,2024-04-21,cancelled,false,true,149.5,5,2023-12-15,2024-04-13,128,4.266666666666667,149.5,35.0390625
S0017,17,Otávio Silva,F,2010-01-29,14.921286789869953,ES,Vitória,Sudeste,6840.0,2021-02-03,4,2022-06-09,2024-12-31,active,true,false,1199.6999999999998,3,2022-06-09,2024-06-08,936,31.2,1199.6999999999998,38.45192307692307
S0018,18,Luiz Martins,M,2022-07-02,2.4996577686516086,GO,Goiânia,Centro-Oeste,8798.08,2020-05-27,1,2022-10-12,2024-12-31,active,true,false,837.1999999999996,28,2022-10-12,2024-12-30,811,27.033333333333335,837.1999999999996,30.969173859432782
S0019,19,Eduarda Almeida,M,2009-02-05,15.901437371663244,RS,Porto Alegre,Sul,7895.85,2020-06-27,4,2022-02-15,2024-12-31,active,true,false,1199.6999999999998,3,2022-02-15,2024-02-15,1050,35.0,1199.6999999999998,34.27714285714285
S0020,20,Ana Santos,M,2010-07-07,14.485968514715948,PA,Belém,Norte,11739.83,2020-10-27,3,2022-11-21,2022-12-02,cancelled,false,true,129.9,1,2022-11-21,2022-11-21,11,0.36666666666666664,129.9,354.2727272727273
S0021,21,Vitória Martins,M,2015-07-24,9.440109514031485,PR,Curitiba,Sul,3004.52,2021-12-18,2,2023-10-04,2024-11-03,cancelled,false,true,698.5999999999998,14,2023-10-04,2024-10-28,396,13.2,698.5999999999998,52.924242424242415
S0022,22,Karina Rocha,F,1996-08-25,28.35044490075291,PA,Belém,Norte,1962.72,2021-02-09,4,2022-12-03,2024-12-31,active,true,false,1199.6999999999998,3,2022-12-03,2024-12-02,759,25.3,1199.6999999999998,47.418972332015805
S0023,23,Igor Ferreira,F,1996-12-02,28.079397672826833,SC,Florianópolis,Sul,2877.46,2021-10-26,1,2022-11-12,2024-11-21,cancelled,false,true,747.4999999999997,25,2022-11-12,2024-11-01,740,24.666666666666668,747.4999999999997,30.30405405405404
S0024,24,Otávio Almeida,M,2013-06-16,11.542778918548938,BA,Salvador,Nordeste,6912.93,2021-09-20,1,2022-05-26,2024-12-16,cancelled,false,true,956.7999999999995,32,2022-05-26,2024-12-11,935,31.166666666666668,956.7999999999995,30.699465240641693
S0025,25,Sabrina Santos,M,2004-10-17,20.205338809034906,PE,Recife,Nordeste,9526.1,2020-05-12,4,2022-07-18,2024-12-31,active,true,false,1199.6999999999998,3,2022-07-18,2024-07-17,897,29.9,1199.6999999999998,40.12374581939799
S0026,26,Karina Pereira,M,1980-09-24,44.26830937713895,DF,Brasília,Centro-Oeste,1757.28,2021-03-13,4,2022-10-30,2024-12-31,active,true,false,1199.6999999999998,3,2022-10-30,2024-10-29,793,26.433333333333334,1199.6999999999998,45.385876418663294
S0027,27,Otávio Costa,F,1972-03-20,52.78302532511978,RJ,Rio de Janeiro,Sudeste,2916.6,2020-03-04,4,2023-05-25,2024-12-31,active,true,false,799.8,2,2023-05-25,2024-05-24,586,19.533333333333335,799.8,40.94539249146757
S0028,28,Igor Silva,M,2017-04-08,7.731690622861054,GO,Goiânia,Centro-Oeste,7042.79,2020-04-10,2,2024-07-16,2024-12-31,active,true,false,299.4,6,2024-07-16,2024-12-13,168,5.6,299.4,53.464285714285715
S0029,29,Thiago Ribeiro,M,1987-06-01,37.58521560574949,PA,Belém,Norte,11311.14,2021-08-06,1,2022-11-18,2023-12-28,cancelled,false,true,418.5999999999999,14,2022-11-18,2023-12-13,405,13.5,418.5999999999999,31.0074074074074
S0030,30,Otávio Almeida,F,1999-04-20,25.700205338809035,CE,Fortaleza,Nordeste,2778.94,2021-08-15,2,2022-10-06,2023-08-14,cancelled,false,true,548.8999999999999,11,2022-10-06,2023-08-02,312,10.4,548.8999999999999,52.77884615384614
S0031,31,João Oliveira,F,1981-09-25,43.266255989048595,MG,Belo Horizonte,Sudeste,6328.04,2020-10-26,4,2024-08-31,2024-12-31,active,true,false,399.9,1,2024-08-31,2024-08-31,122,4.066666666666666,399.9,98.3360655737705
S0032,32,Vitória Lima,F,1975-10-02,49.24845995893224,GO,Goiânia,Centro-Oeste,11001.77,2021-12-31,1,2023-05-19,2024-12-31,active,true,false,597.9999999999998,20,2023-05-19,2024-12-09,592,19.733333333333334,597.9999999999998,30.304054054054042
S0033,33,Eduarda Ferreira,F,2002-07-09,22.480492813141684,AM,Manaus,Norte,2370.12,2020-07-06,4,2022-02-26,2023-03-17,cancelled,false,true,799.8,2,2022-02-26,2023-02-26,384,12.8,799.8,62.48437499999999
S0034,34,Paula Carvalho,M,1984-01-02,40.99657768651608,GO,Goiânia,Centro-Oeste,3197.15,2020-06-13,4,2022-10-29,2024-12-31,active,true,false,1199.6999999999998,3,2022-10-29,2024-10-28,794,26.466666666666665,1199.6999999999998,45.32871536523929
S0035,35,Bruno Pereira,M,2015-09-12,9.30321697467488,SP,São Paulo,Sudeste,1913.03,2021-12-08,4,2024-01-29,2024-12-31,active,true,false,399.9,1,2024-01-29,2024-01-29,337,11.233333333333333,399.9,35.59940652818991
S0036,36,Karina Ribeiro,M,1987-09-17,37.28952772073922,DF,Brasília,Centro-Oeste,3188.89,2020-05-18,2,2024-04-28,2024-07-07,cancelled,false,true,149.7,3,2024-04-28,2024-06-27,70,2.3333333333333335,149.7,64.15714285714284
S0037,37,Nathalia Silva,M,2006-06-01,18.584531143052704,RJ,Rio de Janeiro,Sudeste,5272.88,2020-05-14,4,2022-07-30,2024-08-11,cancelled,false,true,1199.6999999999998,3,2022-07-30,2024-07-29,743,24.766666666666666,1199.6999999999998,48.44010767160161
S0038,38,Rafael Gomes,F,2019-08-27,5.347022587268994,RJ,Rio de Janeiro,Sudeste,4055.84,2020-08-30,2,2022-05-22,2022-10-26,cancelled,false,true,299.4,6,2022-05-22,2022-10-19,157,5.233333333333333,299.4,57.210191082802545
S0039,39,Sabrina Rodrigues,F,1974-10-10,50.2258726899384,AM,Manaus,Norte,20241.49,2020-09-09,3,2023-06-11,2024-12-31,active,true,false,909.3,7,2023-06-11,2024-12-02,569,18.966666666666665,909.3,47.94200351493849
S0040,40,Diego Lima,F,1985-11-14,39.12936344969199,DF,Brasília,Centro-Oeste,2119.65,2020-07-16,4,2024-04-05,2024-12-31,active,true,false,399.9,1,2024-04-05,2024-04-05,270,9.0,399.9,44.43333333333333
S0041,41,Luiz Araújo,M,1993-03-16,31.794661190965094,RS,Porto Alegre,Sul,2717.5,2021-10-21,1,2023-04-05,2024-12-31,active,true,false,657.7999999999997,22,2023-04-05,2024-12-25,636,21.2,657.7999999999997,31.02830188679244
S0042,42,Diego Costa,M,2014-07-07,10.485968514715948,DF,Brasília,Centro-Oeste,9824.92,2021-07-24,2,2023-04-04,2024-12-31,active,true,false,1097.7999999999997,22,2023-04-04,2024-12-24,637,21.233333333333334,1097.7999999999997,51.70172684458397
S0043,43,Gabriel Araújo,F,2020-12-07,4.0657084188911705,CE,Fortaleza,Nordeste,2035.12,2021-11-18,1,2024-06-15,2024-09-30,cancelled,false,true,119.6,4,2024-06-15,2024-09-13,107,3.566666666666667,119.6,33.53271028037383
S0044,44,Sabrina Martins,F,1977-12-24,47.01984941820671,AM,Manaus,Norte,5722.49,2020-07-22,3,2023-03-21,2024-12-31,active,true,false,1039.2,8,2023-03-21,2024-12-10,651,21.7,1039.2,47.88940092165899
S0045,45,Diego Santos,F,1988-10-01,36.24914442162902,GO,Goiânia,Centro-Oeste,1719.01,2021-10-27,1,2023-11-14,2024-04-24,cancelled,false,true,179.4,6,2023-11-14,2024-04-12,162,5.4,179.4,33.22222222222222
S0046,46,Vitória Pereira,F,2011-07-25,13.437371663244353,MG,Belo Horizonte,Sudeste,11713.66,2020-03-12,4,2023-03-15,2024-12-31,active,true,false,799.8,2,2023-03-15,2024-03-14,657,21.9,799.8,36.52054794520548
S0047,47,Bruno Santos,F,1990-07-30,34.42299794661191,DF,Brasília,Centro-Oeste,5046.27,2021-10-05,2,2023-06-24,2024-07-07,cancelled,false,true,648.6999999999998,13,2023-06-24,2024-06-18,379,12.633333333333333,648.6999999999998,51.34828496042215
S0048,48,Helena Almeida,F,1996-10-06,28.23545516769336,BA,Salvador,Nordeste,4574.32,2020-10-08,3,2023-03-13,2023-06-21,cancelled,false,true,259.8,2,2023-03-13,2023-06-11,100,3.3333333333333335,259.8,77.94
S0049,49,Eduarda Oliveira,M,1982-05-18,42.62286105407255,ES,Vitória,Sudeste,2540.11,2020-03-13,2,2024-06-28,2024-12-03,cancelled,false,true,299.4,6,2024-06-28,2024-11-25,158,5.266666666666667,299.4,56.848101265822784
S0050,50,Mariana Almeida,M,2008-09-30,16.251882272416154,AM,Manaus,Norte,4596.05,2021-12-01,1,2024-08-31,2024-12-31,active,true,false,149.5,5,2024-08-31,2024-12-29,122,4.066666666666666,149.5,36.76229508196722
S0051,51,Otávio Costa,F,1995-10-23,29.190965092402465,PR,Curitiba,Sul,5016.46,2021-10-27,1,2023-02-16,2024-12-31,active,true,false,687.6999999999997,23,2023-02-16,2024-12-07,684,22.8,687.6999999999997,30.162280701754373
S0052,52,Gabriel Gomes,M,2003-06-06,21.571526351813826,MG,Belo Horizonte,Sudeste,1578.31,2021-05-04,4,2023-11-18,2024-12-31,active,true,false,799.8,2,2023-11-18,2024-11-17,409,13.633333333333333,799.8,58.665036674816626
S0053,53,Gabriel Santos,M,1994-10-29,30.17385352498289,SC,Florianópolis,Sul,2462.59,2021-04-28,2,2022-02-27,2024-01-26,cancelled,false,true,1197.6,24,2022-02-27,2024-01-18,698,23.266666666666666,1197.6,51.4727793696275
S0054,54,Rafael Costa,M,2005-10-10,19.225188227241617,RJ,Rio de Janeiro,Sudeste,3737.06,2021-05-11,2,2024-08-22,2024-12-31,active,true,false,249.5,5,2024-08-22,2024-12-20,131,4.366666666666666,249.5,57.137404580152676
S0055,55,Bruno Silva,M,2020-05-31,4.58590006844627,PR,Curitiba,Sul,2714.92,2020-04-27,2,2022-10-04,2024-12-31,active,true,false,1397.2000000000003,28,2022-10-04,2024-12-22,819,27.3,1397.2000000000003,51.17948717948719
S0056,56,Paula Lima,F,1994-02-06,30.899383983572896,CE,Fortaleza,Nordeste,4537.78,2021-05-15,3,2024-04-20,2024-12-31,active,true,false,389.70000000000005,3,2024-04-20,2024-10-17,255,8.5,389.70000000000005,45.847058823529416
S0057,57,Igor Santos,M,2006-04-12,18.72142368240931,GO,Goiânia,Centro-Oeste,2783.77,2021-06-29,1,2023-04-11,2023-07-29,cancelled,false,true,119.6,4,2023-04-11,2023-07-10,109,3.6333333333333333,119.6,32.91743119266055
S0058,58,Ana Almeida,F,1968-10-03,56.24366872005476,BA,Salvador,Nordeste,10324.22,2020-04-25,3,2024-01-30,2024-12-31,active,true,false,519.6,4,2024-01-30,2024-10-26,336,11.2,519.6,46.392857142857146
S0059,59,Ana Carvalho,F,1988-02-17,36.87063655030801,PR,Curitiba,Sul,5135.66,2020-12-11,1,2024-06-16,2024-12-31,active,true,false,209.3,7,2024-06-16,2024-12-13,198,6.6,209.3,31.712121212121215
S0060,60,Paula Gomes,M,2003-10-02,21.248459958932237,BA,Salvador,Nordeste,2131.99,2020-04-24,2,2023-07-18,2024-12-31,active,true,false,898.1999999999997,18,2023-07-18,2024-12-09,532,17.733333333333334,898.1999999999997,50.6503759398496
S0061,61,Diego Souza,M,2020-07-14,4.465434633812457,PA,Belém,Norte,11767.86,2020-03-25,2,2023-03-25,2024-12-31,active,true,false,1097.7999999999997,22,2023-03-25,2024-12-14,647,21.566666666666666,1097.7999999999997,50.90262751159195
S0062,62,Paula Pereira,F,2006-09-18,18.286105407255306,PA,Belém,Norte,3290.77,2021-07-25,4,2023-05-11,2023-05-28,cancelled,false,true,399.9,1,2023-05-11,2023-05-11,17,0.5666666666666667,399.9,705.7058823529411
S0063,63,Karina Gomes,F,1980-07-20,44.44900752908966,PR,Curitiba,Sul,20449.31,2020-08-21,4,2024-03-25,2024-12-31,active,true,false,399.9,1,2024-03-25,2024-03-25,281,9.366666666666667,399.9,42.69395017793594
S0064,64,Gabriel Araújo,F,2022-06-14,2.5489390828199863,PA,Belém,Norte,1983.61,2020-10-19,4,2022-07-07,2024-12-31,active,true,false,1199.6999999999998,3,2022-07-07,2024-07-06,908,30.266666666666666,1199.6999999999998,39.63766519823788
S0065,65,Thiago Ferreira,M,1973-04-01,51.75085557837098,AM,Manaus,Norte,4835.73,2021-01-27,3,2024-03-22,2024-12-31,active,true,false,519.6,4,2024-03-22,2024-12-17,284,9.466666666666667,519.6,54.887323943661976
S0066,66,Mariana Pereira,M,1981-12-17,43.03901437371663,GO,Goiânia,Centro-Oeste,3243.0,2020-04-06,2,2023-05-06,2024-12-31,active,true,false,1047.8999999999996,21,2023-05-06,2024-12-26,605,20.166666666666668,1047.8999999999996,51.96198347107436
S0067,67,Rafael Almeida,M,1967-12-13,57.05133470225873,ES,Vitória,Sudeste,6345.56,2020-01-28,3,2022-09-09,2024-12-31,active,true,false,1299.0000000000002,10,2022-09-09,2024-11-27,844,28.133333333333333,1299.0000000000002,46.17298578199053
S0068,68,Vitória Lima,M,1979-04-28,45.67830253251198,MG,Belo Horizonte,Sudeste,3714.45,2020-08-21,3,2024-03-10,2024-12-31,active,true,false,519.6,4,2024-03-10,2024-12-05,296,9.866666666666667,519.6,52.66216216216216
S0069,69,Otávio Carvalho,F,2013-11-01,11.16495550992471,PR,Curitiba,Sul,2933.59,2021-04-25,2,2022-02-16,2022-06-21,cancelled,false,true,249.5,5,2022-02-16,2022-06-16,125,4.166666666666667,249.5,59.879999999999995
S0070,70,Bruno Lima,M,1970-02-08,54.893908281998634,ES,Vitória,Sudeste,2160.82,2021-03-14,4,2022-05-05,2024-12-31,active,true,false,1199.6999999999998,3,2022-05-05,2024-05-04,971,32.36666666666667,1199.6999999999998,37.065911431513896
S0071,71,Karina Ribeiro,M,1969-09-14,55.29637234770705,MG,Belo Horizonte,Sudeste,3790.77,2021-12-31,1,2024-02-13,2024-03-25,cancelled,false,true,59.8,2,2024-02-13,2024-03-14,41,1.3666666666666667,59.8,43.756097560975604
S0072,72,Thiago Gomes,F,1985-11-21,39.110198494182065,RJ,Rio de Janeiro,Sudeste,3288.32,2021-05-20,4,2024-02-29,2024-12-31,active,true,false,399.9,1,2024-02-29,2024-02-29,306,10.2,399.9,39.205882352941174
S0073,73,Rafael Carvalho,F,1998-10-11,26.223134839151268,ES,Vitória,Sudeste,5453.67,2020-10-14,2,2023-10-09,2024-12-31,active,true,false,748.4999999999998,15,2023-10-09,2024-12-02,449,14.966666666666667,748.4999999999998,50.01113585746101
S0074,74,Mariana Ribeiro,M,1971-07-28,53.42915811088296,PR,Curitiba,Sul,10358.04,2021-10-29,4,2022-09-20,2024-12-31,active,true,false,1199.6999999999998,3,2022-09-20,2024-09-19,833,27.766666666666666,1199.6999999999998,43.20648259303721
S0075,75,Diego Costa,M,1976-12-18,48.035592060232716,MG,Belo Horizonte,Sudeste,5069.24,2020-05-14,1,2024-08-12,2024-12-31,active,true,false,149.5,5,2024-08-12,2024-12-10,141,4.7,149.5,31.80851063829787
S0076,76,Nathalia Rocha,F,1980-07-26,44.43258042436687,PR,Curitiba,Sul,2513.65,2020-07-03,4,2024-07-02,2024-12-31,active,true,false,399.9,1,2024-07-02,2024-07-02,182,6.066666666666666,399.9,65.91758241758242
S0077,77,Thiago Rodrigues,M,1973-04-14,51.715263518138265,MG,Belo Horizonte,Sudeste,1580.49,2021-10-18,4,2023-07-11,2024-12-31,active,true,false,799.8,2,2023-07-11,2024-07-10,539,17.966666666666665,799.8,44.51576994434137
S0078,78,Rafael Martins,M,1999-08-13,25.385352498288842,RS,Porto Alegre,Sul,5775.9,2021-01-05,3,2022-09-23,2024-12-31,active,true,false,1299.0000000000002,10,2022-09-23,2024-12-11,830,27.666666666666668,1299.0000000000002,46.95180722891567
S0079,79,João Ferreira,M,2001-05-15,23.630390143737166,GO,Goiânia,Centro-Oeste,4869.62,2021-10-07,3,2024-08-24,2024-12-04,cancelled,false,true,259.8,2,2024-08-24,2024-11-22,102,3.4,259.8,76.41176470588236
S0080,80,Eduarda Carvalho,F,2023-08-13,1.3853524982888432,SP,São Paulo,Sudeste,7733.28,2020-08-14,4,2022-03-04,2024-12-31,active,true,false,1199.6999999999998,3,2022-03-04,2024-03-03,1033,34.43333333333333,1199.6999999999998,34.84123910939012
S0081,81,João Souza,F,2010-07-01,14.50239561943874,ES,Vitória,Sudeste,2396.37,2020-03-25,4,2024-07-25,2024-12-31,active,true,false,399.9,1,2024-07-25,2024-07-25,159,5.3,399.9,75.45283018867924
S0082,82,Diego Ferreira,F,1997-09-14,27.29637234770705,PE,Recife,Nordeste,2494.83,2020-03-06,4,2023-03-21,2024-12-31,active,true,false,799.8,2,2023-03-21,2024-03-20,651,21.7,799.8,36.857142857142854
S0083,83,Sabrina Souza,F,1984-05-26,40.59958932238193,MG,Belo Horizonte,Sudeste,5873.54,2021-12-29,2,2024-02-09,2024-12-31,active,true,false,548.8999999999999,11,2024-02-09,2024-12-05,326,10.866666666666667,548.8999999999999,50.51226993865029
S0084,84,Diego Silva,M,1972-10-27,52.17796030116359,PR,Curitiba,Sul,3899.48,2021-06-23,1,2024-04-29,2024-12-31,active,true,false,269.1,9,2024-04-29,2024-12-25,246,8.2,269.1,32.81707317073171
S0085,85,Luiz Almeida,F,2017-08-21,7.36208076659822,SC,Florianópolis,Sul,4031.57,2021-06-18,4,2022-08-17,2024-12-31,active,true,false,1199.6999999999998,3,2022-08-17,2024-08-16,867,28.9,1199.6999999999998,41.51211072664359
S0086,86,Sabrina Ferreira,F,1973-05-17,51.624914442162904,RS,Porto Alegre,Sul,5262.25,2021-11-05,1,2023-11-20,2024-12-31,active,true,false,418.5999999999999,14,2023-11-20,2024-12-14,407,13.566666666666666,418.5999999999999,30.85503685503685
S0087,87,Thiago Pereira,M,2012-02-27,12.843258042436688,MG,Belo Horizonte,Sudeste,2425.08,2020-04-06,3,2022-02-04,2022-08-19,cancelled,false,true,389.70000000000005,3,2022-02-04,2022-08-03,196,6.533333333333333,389.70000000000005,59.64795918367348
S0088,88,Paula Costa,F,2004-04-20,20.698151950718685,ES,Vitória,Sudeste,5110.48,2020-08-31,3,2024-09-21,2024-12-31,active,true,false,259.8,2,2024-09-21,2024-12-20,101,3.3666666666666667,259.8,77.16831683168317
S0089,89,Bruno Oliveira,F,2011-02-14,13.878165639972622,MG,Belo Horizonte,Sudeste,14834.94,2020-03-11,2,2023-06-16,2024-05-30,cancelled,false,true,598.7999999999998,12,2023-06-16,2024-05-11,349,11.633333333333333,598.7999999999998,51.472779369627496
S0090,90,Luiz Almeida,M,1979-07-08,45.4839151266256,PR,Curitiba,Sul,3992.54,2020-01-23,1,2023-05-31,2024-08-09,cancelled,false,true,448.4999999999999,15,2023-05-31,2024-07-24,436,14.533333333333333,448.4999999999999,30.86009174311926
S0091,91,Luiz Araújo,F,1975-07-06,49.489390828199866,RS,Porto Alegre,Sul,2845.31,2020-12-16,2,2024-08-11,2024-12-31,active,true,false,249.5,5,2024-08-11,2024-12-09,142,4.733333333333333,249.5,52.7112676056338
S0092,92,Gabriel Santos,M,2023-01-28,1.9247091033538672,SC,Florianópolis,Sul,10142.8,2021-10-30,3,2022-11-16,2024-08-21,cancelled,false,true,1039.2,8,2022-11-16,2024-08-07,644,21.466666666666665,1039.2,48.40993788819876
S0093,93,Rafael Martins,M,1984-02-10,40.889801505817935,SP,São Paulo,Sudeste,2206.1,2021-07-31,4,2023-02-15,2024-12-31,active,true,false,799.8,2,2023-02-15,2024-02-15,685,22.833333333333332,799.8,35.027737226277374
S0094,94,Paula Silva,M,2021-03-02,3.8329911019849416,AM,Manaus,Norte,2220.61,2020-08-31,3,2023-12-02,2024-06-18,cancelled,false,true,389.70000000000005,3,2023-12-02,2024-05-30,199,6.633333333333334,389.70000000000005,58.74874371859297
S0095,95,Karina Gomes,M,2007-07-27,17.43189596167009,SC,Florianópolis,Sul,2931.2,2020-12-19,3,2024-06-23,2024-12-31,active,true,false,389.70000000000005,3,2024-06-23,2024-12-20,191,6.366666666666666,389.70000000000005,61.20942408376965
S0096,96,Diego Ribeiro,F,2022-12-12,2.0533880903490758,PA,Belém,Norte,1505.63,2020-11-29,2,2023-11-24,2024-12-31,active,true,false,698.5999999999998,14,2023-11-24,2024-12-18,403,13.433333333333334,698.5999999999998,52.00496277915631
S0097,97,Carla Lima,M,2023-08-03,1.4127310061601643,PE,Recife,Nordeste,3831.76,2021-04-05,4,2023-12-05,2024-12-31,active,true,false,799.8,2,2023-12-05,2024-12-04,392,13.066666666666666,799.8,61.20918367346938
S0098,98,Vitória Souza,F,2003-12-04,21.075975359342916,AM,Manaus,Norte,4727.79,2020-09-22,1,2023-12-27,2024-08-30,cancelled,false,true,269.1,9,2023-12-27,2024-08-23,247,8.233333333333333,269.1,32.684210526315795
S0099,99,Karina Santos,F,1997-08-23,27.356605065023956,PE,Recife,Nordeste,3707.9,2021-08-16,4,2023-10-17,2024-12-31,active,true,false,799.8,2,2023-10-17,2024-10-16,441,14.7,799.8,54.40816326530612
S0100,100,Luiz Santos,F,2019-01-01,5.9986310746064335,BA,Salvador,Nordeste,1601.28,2021-02-21,1,2022-11-29,2023-03-10,cancelled,false,true,119.6,4,2022-11-29,2023-02-27,101,3.3666666666666667,119.6,35.524752475247524
S0101,101,Gabriel Carvalho,F,1970-10-26,54.182067077344286,SP,São Paulo,Sudeste,3049.56,2020-04-11,4,2024-09-14,2024-12-31,active,true,false,399.9,1,2024-09-14,2024-09-14,108,3.6,399.9,111.08333333333333
S0102,102,João Costa,M,2013-11-14,11.129363449691992,SC,Florianópolis,Sul,2340.81,2021-04-23,4,2022-11-21,2024-12-31,active,true,false,1199.6999999999998,3,2022-11-21,2024-11-20,771,25.7,1199.6999999999998,46.68093385214007
S0103,103,Gabriel Santos,F,1965-12-17,59.03901437371663,SC,Florianópolis,Sul,2597.79,2021-04-25,3,2022-07-03,2024-12-31,active,true,false,1428.9000000000003,11,2022-07-03,2024-12-19,912,30.4,1428.9000000000003,47.00328947368423
S0104,104,Carla Ribeiro,M,1985-05-29,39.592060232717316,MG,Belo Horizonte,Sudeste,2781.5,2021-07-04,2,2022-02-14,2022-09-02,cancelled,false,true,349.29999999999995,7,2022-02-14,2022-08-13,200,6.666666666666667,349.29999999999995,52.39499999999999
S0105,105,Helena Lima,M,2003-10-20,21.19917864476386,RS,Porto Alegre,Sul,2458.19,2020-09-17,3,2024-04-28,2024-12-31,active,true,false,389.70000000000005,3,2024-04-28,2024-10-25,247,8.233333333333333,389.70000000000005,47.331983805668024
S0106,106,Eduarda Almeida,M,2010-06-24,14.521560574948666,PR,Curitiba,Sul,4588.99,2020-10-15,3,2022-02-01,2023-02-15,cancelled,false,true,649.5,5,2022-02-01,2023-01-27,379,12.633333333333333,649.5,51.41160949868074
S0107,107,João Silva,M,2003-05-19,21.620807665982205,GO,Goiânia,Centro-Oeste,2571.03,2020-06-25,4,2024-05-17,2024-12-31,active,true,false,399.9,1,2024-05-17,2024-05-17,228,7.6,399.9,52.618421052631575
S0108,108,Paula Lima,M,1982-12-25,42.01779603011636,MG,Belo Horizonte,Sudeste,5428.18,2020-11-13,3,2023-08-18,2024-02-28,cancelled,false,true,389.70000000000005,3,2023-08-18,2024-02-14,194,6.466666666666667,389.70000000000005,60.26288659793815
